Series Name,Series Code,Country Name,Country Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Haiti,HTI,1774.44732950782,1729.85793836726,1704.64279973565,1622.23837865666,1611.61427027952,1646.72465894014,1672.2292982705,1661.05943724267,1688.74267590891,1614.53966965968,1683.47184547963,1714.46435150492,1748.85615121116,1776.98387451264,1770.3282668154,1775.67492578454,1774.91567102366,1776.06843412443,1708.80904336267,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Honduras,HND,3960.801743499,3988.81739929674,4041.7423874775,4164.14839077695,4333.37986554221,4505.54453260524,4754.11620696039,4829.13067900273,4583.37653848673,4611.25322672363,4686.67241655145,4730.6518496277,4762.82071365827,4776.05992775475,4925.19638973888,5020.82768355726,5221.69787009347,5241.14398408748,5308.45259838597,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,"Hong Kong SAR, China",HKG,37157.7546650448,36952.1432168181,38936.5970580532,41767.7019545865,43927.693037858,47567.9855974488,50635.270636003,52722.7491974395,49923.4039621777,52435.0544916005,54905.052798051,54542.5200542208,56261.2522077224,57500.2597357196,58270.5606668695,59555.7353841112,62449.7377352967,63984.1697589163,62984.7655322403,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Hungary,HUN,..,..,..,21998.3824821905,22952.7025616383,24001.9839853662,23763.6513626718,24247.3600579884,23206.7703221042,23369.3125497281,23806.9139128797,23737.8420588587,24610.9389509191,25314.7292904898,26288.5618567627,27503.2278862711,28344.3074919983,29840.3409734142,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54377.5001986401,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,India,IND,2630.02518170951,2689.21076305876,2851.16398684852,3028.79675567961,3216.75235105568,3420.53303391434,3640.13355599398,3691.28512835529,3925.7879835841,4181.62717294933,4352.96332413166,4520.56847845992,4749.42240345527,5047.2308872716,5391.42670526918,5722.26529700401,6119.13053197294,6427.1798561443,6681.34690427478,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Indonesia,IDN,..,..,..,..,..,..,..,..,..,8058.51458552868,8430.613109234,8819.42603146579,9170.97460849742,9472.78244229643,9815.40453414899,10197.4853318515,10589.3298306833,11041.7702695073,11459.0969211849,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,"Iran, Islamic Rep.",IRN,10033.9115261191,10651.2124305345,11430.560413883,11752.1558881896,11981.7156187151,12465.9568040399,13365.684252277,13260.295493662,13199.8973178473,13812.7228462541,14011.2697689988,12896.6538575566,12711.735088246,13078.6609457488,12730.1544896557,14245.6216852582,14562.9132971015,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10890.9661916743,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Ireland,IRL,42576.3326554931,43572.5134270234,45393.0168628917,47847.5253301437,49610.6225403355,51356.365002731,51898.93402871,48612.057239945,44165.9017381881,44851.5200621242,43373.7309757491,42998.8158870317,45199.3342364608,48791.6137627384,54473.8416256478,59397.2979951234,62042.6945411434,65762.2050467929,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Israel,ISR,29615.8092916465,29176.4340860124,28947.6419684469,29840.6235458199,31089.3203021361,32390.8351733681,33744.3646987199,33555.1603424944,32905.5745776359,34305.5259669036,35469.403249482,35173.8888070759,36143.5687629273,37308.6010503188,37313.1657688805,38023.6900506204,38573.0599674904,39567.7634853843,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Italy,ITA,43947.3343834889,43930.5235081774,43779.8922615355,44258.8859063273,44546.433243432,45315.0475624641,45612.5344335898,44434.7081670083,42253.0859072175,42781.8294394979,42993.6290811689,41653.7144965392,40394.9887528276,40096.2929553116,40164.242679606,41155.4268966332,42013.2043532415,42656.8711649336,42776.3569163437,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Jamaica,JAM,..,..,..,..,..,..,9711.14022431431,9708.68669279038,9107.14998443871,9087.76486112942,9213.94964391888,9305.43242802137,9209.42694666818,9242.0359317141,9186.42627795058,9149.76848063475,9315.18910133217,9296.6799875818,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Japan,JPN,36140.0649846244,36058.7273362373,36590.1907600719,37495.4789706283,38220.7566525306,38904.885158279,39646.3998571132,39030.3681412657,36871.6098526337,38455.1501353475,38563.3290546377,39142.5723825036,40239.5370131567,40535.5057254737,41194.1717095946,41278.9734623451,42315.3357811659,42563.6317364637,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Jordan,JOR,9010.7050124199,9250.98159207115,9480.09347968796,10099.7515392731,10558.9308404322,11024.2040045929,11523.2730498476,11641.2188793432,11652.5905401031,11039.1888146296,10724.8235461961,10389.7644153988,10170.4889010829,10001.368508964,9855.67653661498,9790.37696140678,9791.28844168496,9806.61102378117,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Kazakhstan,KAZ,11521.9590221616,12765.078490102,13734.7116634299,14758.6806404989,15396.1722042534,16317.1919778711,17274.6334921251,16889.4041298333,17769.165312563,17976.2744624015,18264.0976507814,19217.1804861341,21068.9750099027,21752.9238351373,23136.888485794,22005.083545469,22157.8711033087,22171.7812548987,22857.4608169247,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Kenya,KEN,2865.00757805841,2808.95488649551,2809.04928275402,2879.80342490281,2990.9254637254,3090.62962442676,3206.7327548384,3137.3913872839,3152.1044250384,3317.24717742044,3439.43843094958,3485.83218135906,3572.70843153904,3657.89050374542,3776.35153532442,3894.55182326038,3968.90735528269,4134.8553462399,4243.62555965515,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Kiribati,KIR,..,..,..,..,..,..,..,2856.17344290839,2641.3592153404,2730.26021631419,2599.99408672798,2923.75917121894,3265.71670753192,3713.69288391723,4494.50769722713,4007.30507381128,4287.09857346342,4229.36183340821,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,"Korea, Rep.",KOR,23749.3964934999,25517.8863791059,26191.5832647124,27494.7038406492,28464.1692673277,29933.4807509526,31522.0536898913,32315.9447807282,32347.3162679365,34480.2481467445,35636.2157945181,36449.2766156001,37288.1555182773,38184.8615941105,38989.8376937916,40002.1593595891,41168.1960380615,42001.7783206254,43043.7105713722,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Kosovo,XKX,..,..,..,..,..,7428.09647743101,7925.76012729501,8261.14471485118,8269.88418668348,8480.52601294514,8845.83922738278,9082.93137396129,9273.24223245068,9396.4315899629,9870.39575062753,10293.0504016449,10744.5616170762,11072.4199345378,11605.3923161577,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Kuwait,KWT,..,..,..,..,..,..,..,..,..,65119.1250882495,67050.9611775407,68823.6469538118,66177.106064485,63973.7710777957,62105.9579998195,62891.5786370898,59255.4252881279,59333.4756940256,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Kyrgyz Republic,KGZ,3086.6188432783,3069.6049459932,3262.0384152266,3396.48203101019,3394.22767173131,3533.26659332705,3813.74466583614,3978.47980917367,4053.88963893041,3889.73493534282,3867.14539456986,4160.44722645454,4379.80324420539,4540.28361526559,4632.76599218362,4659.18954370326,4803.23230556766,4979.51365757303,4864.39035134928,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6874.75921343862,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Latvia,LVA,13886.6992780733,15029.2675188156,16351.079550562,17630.9644376824,19940.6799410462,22189.6041835483,24469.8254423503,24326.2333967719,22994.6164394239,21166.8283838522,22657.8073145887,23746.9888048302,24678.9678781527,25366.2367393231,26341.9900788848,27139.2480410462,28358.6038827955,29410.0871972237,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Lebanon,LBN,14304.1354798259,13498.5795923916,11548.617458733,13722.9516334641,14138.7591801383,14401.7400922288,16064.8252981761,17276.6616031844,18470.9995312627,19249.3988775973,18627.7805671082,17961.8228725774,17433.3422616741,16792.4747232994,16118.9176110612,15830.6783948655,15942.2398677852,15519.44773978,14654.5339451571,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Lesotho,LSO,..,..,..,..,..,..,2827.00893939991,2964.71922785567,2894.38060225477,2981.39170833783,3008.44683115064,3074.21293189447,3118.41799158443,3125.63084522437,3077.223182397,3207.04149279893,3150.38228828283,3118.96550029334,3150.62013073061,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Liberia,LBR,1474.18223897336,1466.79822946619,990.171638559869,1102.56972699225,1127.97353997107,1174.77771312491,1253.31513151984,1287.92681641558,1273.0957537649,1293.01506541215,1387.81628813541,1404.68521930157,1489.13392407765,1461.52300915202,1442.41570504657,1383.37748322804,1375.91434454448,1319.38751495325,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13686.0204479957,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Lithuania,LTU,..,..,..,18935.6135541132,20859.3301858014,22641.6907065464,24982.5299091957,25980.4722484889,23589.1131761822,23849.7177026438,25279.4194988996,26553.2417438393,28038.6816231079,29572.8434201586,29705.1018240196,30822.3324796534,32560.8491262397,34264.1238301971,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Luxembourg,LUX,97657.0279221364,91408.4486971263,84367.9671727397,97398.0115562442,99777.7099501437,91296.773863451,107701.037930694,101376.598663613,73925.6855401721,79133.4098662984,75665.4937969511,73926.1560207086,71840.5334676274,72042.098666994,72407.1958186157,72258.9250199125,72746.0239616781,72475.6812019285,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,"Macao SAR, China",MAC,..,54083.1555353974,58076.8815222713,69579.9890478132,72677.9412210536,77554.2020774123,95346.7593920198,87585.9693964145,87711.1262035907,105743.603466452,122213.177969275,128060.430138699,136394.913643047,133944.215497293,110419.521847961,108780.951973221,116078.821450696,120376.399755545,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Madagascar,MDG,1629.9959555475,1385.38592278256,1476.26306219942,1513.37658102547,1529.06381277017,1561.65076590288,1627.54120943115,1689.49407093029,1571.30906207041,1532.139578214,1515.81526570876,1496.27668276174,1486.19881200709,1505.5489147455,1494.62928728542,1507.43028271866,1541.17141036383,1569.18909967218,1596.28107991686,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Malawi,MWI,..,725.870129014154,748.87745662878,770.090620845019,776.747820535907,792.167551279848,848.040192677649,887.662544914631,929.337335746018,959.033479054348,978.274227325807,960.129467142549,975.005610051324,1004.87062574112,995.67411623246,1025.49521312913,1012.2855962202,1018.02681288928,1034.67763754961,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Malaysia,MYS,14605.8232107016,15178.3239315651,15898.3626791352,16662.2117261663,17324.9384456755,18210.728670721,19134.3066260177,19467.366698303,19045.3007206932,19881.1301758183,20777.1916293106,21306.8847054258,22093.0938875395,23113.031441221,24118.2626619257,24845.9938321617,25897.2833721386,26557.4321044711,27534.0985632531,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16564.4229654514,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Mali,MLI,1742.10076446795,1719.239835728,1870.84007384597,1841.67531992822,1900.96528491959,1914.1327052913,1917.75754492399,1952.9414709383,1948.00280865254,2000.49322103846,2008.02292394928,1928.59907146677,1929.08512494234,2020.2329563545,2091.87741953413,2136.39479540956,2175.0297919772,2224.44303929761,2268.77277968675,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Malta,MLT,29320.6938890418,29502.1196037481,28651.0352329375,28545.6689006247,28456.5922364054,28773.7738814401,29956.3811966378,30969.6255544279,28675.2402687369,30018.8484671197,30931.3452919117,31252.8205622247,32198.034869097,34498.3002657823,36783.6182690902,36811.9196718141,37831.6353605245,39434.0917838327,39554.5207833331,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Marshall Islands,MHL,..,..,..,4429.93125746896,4503.08779893434,4396.52285475653,4490.28454814601,4159.84070321824,4170.26584693667,4329.28021598748,4294.34928906828,4041.25243593699,4278.74503880138,4402.79303265928,4781.39812723941,4776.63466502749,4857.33462942793,4949.94482597294,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Mauritania,MRT,4142.86095987609,4268.18003942567,4429.95454028829,4507.09876668138,4734.61442706671,5232.80084916449,5009.31453201165,4897.32572911909,4834.4837973095,4701.82756052848,4686.34456040152,4727.91038474941,4792.25495693731,4816.29539029294,4985.90194348157,4955.60236752554,5004.57784709163,5014.91745796425,5134.57012421239,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Mauritius,MUS,12414.8446452985,12526.3351067439,13071.845377452,13591.986254292,13764.5616316004,14489.2840479142,15541.1340150239,16146.7335070412,16463.0908909482,16926.7235928485,17424.3456151754,18864.7978519685,20119.6864892247,20828.4885191958,21650.6313350018,22406.9963650547,23536.2478066738,24407.6944963746,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Mexico,MEX,17142.0344862177,16923.7599806524,16930.8315772125,17391.8005132447,17428.2837519658,18059.0345961645,18171.5868674555,18158.751557141,16899.895400637,17601.0593640783,17917.8645896771,18259.2176288991,18086.934402027,18467.5842560502,18817.4726758002,19101.4251565983,19300.2063377854,19476.3484776657,19159.8396708757,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3973.83643546011,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Moldova,MDA,5719.7890677627,6344.88918129443,6923.73208024244,7579.17662800677,8155.89848715706,8428.56684431207,8534.98102682793,9240.69215382497,8403.78767561061,9147.77692832741,9659.13521793406,9835.12748912764,10735.1521554811,11203.5009620363,10956.8061796798,11540.5921488234,12323.3163969008,12970.8520869435,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Mongolia,MNG,..,..,..,..,..,..,..,..,..,6947.75202821154,7964.71409068587,8805.2251376089,9882.23592678285,10180.536509965,10230.8881441744,10121.7654528776,9719.11642835255,10763.0911146909,10838.6742959267,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Montenegro,MNE,..,..,..,..,..,15396.8848680698,16355.9901969528,17569.1122757004,16282.8898209119,16545.1728612687,17328.646675444,17006.4459596147,17643.7454306381,17818.2387336217,18594.2680925792,18865.2664086101,20034.7246106922,20846.7246022322,21399.247125947,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Morocco,MAR,4551.21420562916,4651.93116476621,4880.58272755166,5074.79197625803,5208.789401248,5532.07811455064,5671.58866750503,5944.8264146523,6048.04068068891,6199.44478932528,6418.59531552518,6496.64821108716,6742.07294140691,6757.62580133566,6995.08536086082,6972.51728685726,7170.82236893481,7280.94768313228,7368.36026751835,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Mozambique,MOZ,672.617446613016,663.097756898098,740.916682524498,766.125945358844,791.130831020341,819.199377996244,867.441140611406,910.177624492108,969.681452149132,997.998513064146,1061.12786977661,1116.82564683694,1163.3997588035,1205.31257767526,1240.72629493911,1248.07888032556,1245.42832443911,1264.66217544961,1250.40568832637,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Myanmar,MMR,..,..,..,..,..,..,..,..,..,3127.11071036855,3276.79435618697,3340.19126500406,3623.7723809031,3843.23715392646,4136.99376030283,4363.24550797007,4604.99177977974,4851.54520827769,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Namibia,NAM,6799.78737729924,7126.21336515534,7537.2140950726,8051.41632014668,7924.08741524888,8405.11750140915,8460.28435910804,8539.51274673325,8389.04857173246,8574.4669086455,8949.49631530879,9105.06957585581,9818.49709663888,10168.824347725,10481.7542590146,10071.0709114675,9866.1956991722,9618.03359298715,9356.6736069005,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14953.6582194366,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Nepal,NPL,1871.25927956099,1835.32316602522,1880.63874808383,1939.10880465178,1992.80672522018,2043.80925927344,2093.46166654476,2196.57385461893,2282.46199845833,2371.87455671056,2445.29246998836,2573.69526888401,2686.15212845372,2874.47815830574,2956.94413252776,2945.53264247325,3135.22437558713,3275.8006557869,3456.70621317444,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Netherlands,NLD,48157.4101794852,48053.2933606259,48547.8771216891,49093.3708863518,49006.2255546389,51739.9643056124,53134.2380959588,52566.170198527,51337.2645368112,52431.3093836591,53576.5898858346,52992.1881824312,52582.9975608572,52303.5704264094,53264.0400065286,53300.3965717269,55765.1891004354,57013.8278018364,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,New Zealand,NZL,31210.6133303738,32121.1033784274,32991.5444319941,33509.4934706907,33953.1945650088,34424.6496264221,34925.6826923974,34258.7142458529,34963.867895544,34779.6966736937,35476.7505858475,36226.6423313624,36937.3975738971,37668.1126232376,38586.5917217632,39201.8921585311,39331.6445924489,40558.7075404077,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Nicaragua,NIC,3840.06662083694,3839.50511063229,3894.09439792712,4065.85175448864,4225.81041139276,4308.74211003021,4491.01014853439,4581.66531173006,4344.23118227826,4486.52657870768,4709.56240646052,4939.61271714815,5116.95108104285,5307.9286408021,5479.35969776407,5654.84215635859,5845.32866775143,5564.86004289553,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Niger,NER,959.663906544312,966.537371968156,955.701087197131,928.279981568274,959.368603645422,980.37974659133,973.20778493996,1007.39962926415,985.672370691657,1027.50530120103,1011.56726367329,1066.59769646149,1078.66728353959,1110.33356352768,1112.70763559144,1131.42805107783,1142.76921218794,1178.51212054907,1200.89846346738,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Nigeria,NGA,2896.40827836389,3230.03254463886,3340.63686642933,3567.69074180881,3675.1059958738,4025.67608780147,4063.15662850561,4238.14618205292,4433.83421855001,4635.55828641191,4758.77893322654,4848.22650061847,5045.0115827518,5311.16302700163,5356.40754307272,5160.48869650664,5031.6022839883,4928.92448925559,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,North Macedonia,MKD,9709.31518721153,9786.80804202416,9974.41649514,10483.6257635228,10837.0111280595,11533.9101525361,11741.348147789,12825.5691686415,12830.4434687127,13160.3276031227,13410.3202829622,13282.7523894616,13627.623720827,14177.8193966335,14509.0794959635,14759.9361855032,14913.8821196474,15279.0703053859,15864.630738001,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Norway,NOR,57249.3162269667,57874.6294505489,58221.7236786782,59951.5235181427,61665.3846781579,62009.1414206894,62958.6770501602,62365.6564974939,61161.5675234195,61155.664048442,60902.2243726864,61660.0808805796,61707.2440419807,63555.495687686,64682.5468624124,64776.5411942007,65732.495483284,66180.4475428044,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Oman,OMN,33909.1810917273,32582.8469144877,31474.847475377,31280.0658236281,30748.4539006785,29351.333176767,32208.8717764549,32794.2228098546,33031.5610417105,33451.9450324615,29715.5246964236,30385.4803984182,30158.9099322205,28540.6234519849,29398.6353712195,29257.4101958255,27885.4389268049,26592.7532261192,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Pakistan,PAK,3238.2964401878,3297.10341354946,3489.02968401642,3635.88840204081,3779.96504158038,3908.34782037355,3999.81175165264,3985.07494034552,4033.07313809968,4054.30893022392,4103.5026422978,4181.5735467149,4275.06107049151,4402.75327340508,4534.29842735647,4691.27326642583,4821.11182377095,4991.71153116189,5005.03489337163,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Palau,PLW,..,..,..,..,17157.6270978171,17060.0789396839,17979.6290084474,17149.4558127382,16159.0988130489,16421.5051852038,17430.9547320116,17725.0981207128,17310.5336404972,17949.0411159588,20026.7521332583,20057.5725050376,18770.1440725903,19028.6898808862,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Panama,PAN,13743.3852732519,14244.6578541363,14096.9108560758,14670.6456879678,15164.2348435795,16179.6254366844,18084.8082178233,19499.0773693162,19496.9468241899,19719.3097185673,22139.1391977887,23560.9721294202,24840.798875695,24975.1926691164,26606.7183897851,27194.9510910305,28614.4061544348,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4267.44321910109,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Paraguay,PRY,7369.96722559873,7397.95756494841,6980.87773321939,7311.8871356204,7428.35789531172,7965.07985039163,8674.5955185444,9220.47358347501,9035.04788511831,9904.62700191465,10323.5159832353,10044.4061388936,10777.2153968403,11188.3375351139,11371.119255854,11668.0320456075,12204.5260615834,12419.7682431607,12223.9404466041,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Peru,PER,6293.02798630814,6529.78187024179,6672.76230209327,6813.76552061742,7094.57392614321,7385.38853129725,7970.52451608644,8722.21919022466,8806.39454832838,9317.26821006943,9796.88607430004,10448.8795011885,11112.5911506633,11339.0890644614,11705.7456481776,11899.5414345222,11931.1296924884,12155.1828190228,12252.3001760349,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Philippines,PHL,4939.26444793623,5012.01778551828,5154.0739461769,5374.08430037852,5556.40592294157,5719.63604184804,5976.07826866587,6149.84818567004,6268.00856006323,6600.76709006473,6697.51670557374,7055.38599056407,7458.80196768564,7789.27517587099,8143.54267538407,8564.16183881015,9016.73278742628,9414.40118943526,9777.79811708797,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Poland,POL,16390.8735339628,16698.3589300916,17203.2798501942,17729.14288898,18633.3926877692,19717.719698284,20907.4224874938,22052.14406237,22437.3119523606,23211.9506545919,24371.7523631633,24800.6419954838,25184.4972071542,25931.1598342718,26926.2599662275,27546.220190884,28933.0366172031,30459.980515901,31622.5530218615,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Portugal,PRT,30286.4103997601,30408.7898667221,30163.6500787329,30553.4568870233,30714.563829658,30690.8930140063,31386.4829370204,31299.5943714989,30276.2822664188,30844.7673491083,30851.0933214223,29497.1488017813,29686.6844935729,29868.812390652,30324.2876452833,31110.3088751125,32309.4502532388,33175.817638462,33966.8275617121,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Puerto Rico,PRI,22991.7908620442,22393.7713577498,22030.4228329843,24972.1984759195,24439.7255410166,24514.7913828102,25045.5491744,23916.0925519514,22545.321400852,21722.393067052,21674.3853414883,23176.0693371802,23487.2570204748,23480.2930335474,23411.6808678137,23209.9379707672,22937.6771235541,22575.8356225788,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Qatar,QAT,..,..,90011.0552294068,93493.2950396377,83153.2082136948,93845.8209873655,92835.0162059699,91691.5815889984,87025.7591645265,91652.2374005307,95725.463923372,94312.2781644024,93902.4773987467,93662.5561202269,95634.1112398715,95516.8032200661,94819.5784405326,..,..,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Romania,ROU,12837.8951898754,13761.7746299635,14000.9943915611,15253.9952507917,16259.3633789164,17577.8369871837,19112.7194910052,21487.7966084779,20684.1594323478,20013.9917103099,20494.9283224356,20907.8417147367,21787.724747353,22866.9649678135,23705.1576655036,24907.5354514871,26805.5151541062,28021.1876741337,29497.2316373424,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Russian Federation,RUS,15224.629919357,15935.3122043853,16977.9161181513,18422.7169621834,19601.4762904447,21147.947526053,23151.9762246376,24193.8619946412,22270.0412181788,23256.3866758851,24231.1374915883,25130.6245109524,25413.019862246,25204.7850626422,24846.7147345883,24874.3403121101,25311.2256039731,25961.8507702749,26157.0471095464,..
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,Rwanda,RWA,895.070982672546,991.743014699991,993.631435693689,1052.77308308428,1136.65853774507,1215.26501666944,1281.19009397305,1383.76425515633,1431.62674885959,1496.80695693698,1573.81656263002,1661.57109562845,1689.77445336896,1741.96685111674,1845.60087923899,1903.53247496863,1909.36538523672,2020.92909420687,2155.33405420523,..
